id,resourceType,title,description,startDate,endDate,lat,lon,lat/lon,author,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Train(s) damaged,Train(s) destroyed,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Ind Premises destroyed,Com Premises damaged,Com Premises destroyed,Bridge(s) damaged,Bridge(s) destroyed,Aircraft damaged,Aircraft destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Water vessel(s) damaged,Water vessel(s) destroyed,Business(es) damaged,Business(es) destroyed,Farm(s) damaged,Farm(s) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions,subjects,url,resourceUrl
393,Disaster Event,Criminal Act - 9/11 Terrorist Attacks,"On 11 September 2001, members of a terrorist organization hijacked four planes and commenced a coordinated attack on the United States of America. American Airlines Flight 11 crashed into the North Tower of the World Trade Centre, between floors 93 and 99, at approximately 8.46 am. There were 81 passengers on board, including five hijackers, and all died instantly. Hundreds of people in the tower were also killed and many more remained trapped as stairwells became impassable.  At approximately 9:03 am, United Airlines Flight 175 crashed into the South Tower of the World Trade Centre, between floors 77 and 85. The 65 passengers, including five hijackers, were killed, as well as many people inside the tower.  American Airlines Flight 77 hit the Pentagon at approximately 9.37 am, killing all 64 passengers on board, including five hijackers, and the 125 workers inside the building.  The fourth flight, United Airlines Flight 93, was hijacked by four people but failed to reach its target of the Capitol or the White House in Washington DC. This was due to the actions of the 44 passengers on board who planned a revolt against the hijackers and attempted to retake the plane. The plane crashed into a field 129 km south-east of Pittsburgh, Pennyslvania, approximately 20 minutes by air away from the intended destination.  At approximately 9.59 am the South Tower of the World Trade Centre collapsed, followed by the North Tower at 10.28 am.  In total, the attacks caused the deaths of 2,819 people from 115 different nations. Only 289 bodies were found. There were 11 Australians amongst the dead. The attack and crash sites represented the largest crime scenes in the history of the Federal Bureau of Investigation. The cleanup cost approximately $600 million.",2001-11-09,2001-11-09,40.72436523,-74.00390625,"40.72436523,-74.00390625",,,,,2819,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=393,
269,Disaster Event,"Flood - Grafton, Kempsey and North Coast New South Wales","The development of a low-pressure system off the New South Wales North Coast caused torrential rain on 2 March, and dissipated into Queensland. Heavy rainfalls intensified over the following days, particularly in the Coffs Harbour and Port Macquarie regions.  River systems in the region were at capacity and tidal systems in correlation with the king tides caused further complexities with rising flood water. The following river systems were affected; Richmond, Clarence, Bellinger, Nambucca, Macleay, Hastings, Manning, Paterson and Hunter. The rising water exceeded levees in Kempsey and the traffic bridge at Kempsey peaked at a height of 6.9 m. Other significant damage included; 94 businesses with an estimated direct cost of $28,000 per business, streets closed to traffic and 100 people evacuated from the Mirriwina Gardens settlement (50 km north-west of Kempsey).  The Clarence River also threatened to exceed levees causing precautionary evacuations of more than 1000 people, including 80 patients from the Grafton Hospital. The Grafton levee bank was able to hold the water within the river system, which finally peaked at 7.75 m.  The effects of the flooding were wide spread and inundations and dislocation of services affected up to 28 local government areas.The Pacific Highway, the main route in many of these regions, was cut for several days. Rail services were also reported as suspended. Furthermore, reports of damage included; Yamba becoming isolated, Gladstone and Smithtown where sewerage infrastructure failed and Ulmarra (population of 470) was ordered to evacuate. Bellingen, Thora, Kaland and Darkwood, South West Rocks, Hat Head, and Crescent Head were isolated and required food and medical drops by helicopter.  The response units included; State Emergency Services (SES) a contingent of 1300 volunteers from 83 units, Rural Fire Service (RFS), New South Wales Fire Brigade (NSWFB), Volunteer Rescue Association (VRA), Police, and Council workers. Additional supporting equipment used in the response included; ten heavy tankers, 12 flood boats, and 11 helicopters.  Estimated costs to roads and bridges was $3 million, water and sewerage infrastructure $500,000.  The enormity of the recovery resulted in the Premier establishing a Government Task Force to coordinate the operation. Brigadier Philip McNamara was appointed the regional coordinator for the recovery, and was based in Coffs Harbour. The Insurance Council of Australia estimated the 2001 damage at $25 million, with the 2011 estimated normalised cost of $45 million.",2001-05-03,2001-12-03,-29.69111061,152.9332886,"-29.69111061,152.9332886",,3000,250,,,25000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=269,
392,Disaster Event,Transport - Albury Bus Crash,"On 2 May 2002 four people, including the driver, were killed and several others were seriously injured when a small minibus ran off the road and struck a tree on the Riverina Highway at approximately 5.45 pm. The bus was on the normal return leg of its daily Albury - Corowa commuter run. ",2002-02-05,2002-02-05,-36.067972,146.853561,"-36.067972,146.853561",,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=392,
516,Disaster Event,Bushfire - Sydney,"High temperatures combined with severe wind helped a fire get out of control at Engadine on 9 October 2002. The day was labelled a total fire ban day, however fire broke out and quickly spread causing significant damage to homes in Engadine. Other areas affected by fires included Llandilo, Richmond and Windsor-Castlereagh, Bilpin and Narrabri.  The Insurance Council of Australia estimated the 2002 damage at $25 million, with the 2011 estimated normalised cost&nbsp;of $43 million.",2002-09-10,2002-09-10,-34.06602859,151.0125427,"-34.06602859,151.0125427",,,,,,25000000,,,11,10,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=516,
372,Disaster Event,Criminal Act - Kuta Bali Bombing,"On 12 October 2002, two bombs exploded at Kuta in Bali. The first bomb exploded inside Paddy's Bar, a popular tourist destination. It was detonated by a suicide bomber. It is thought that the first explosion may have been intended to move people onto the street towards a second, larger device in a van outside the Sari Club. This device, also triggered by a suicide bomber, was detonated within a minute of the first explosion. Less than a minute later another device exploded, without causing casualties, near the United States Consulate in nearby Denpasar.  In total, 202 people were killed, including 88 Australians and a further 209 people were injured. The Australian Federal Police and the Indonesian National Police conducted a joint criminal investigation into the bombings. Most who took part in the planning of executing of the attack have now been identified and arrested. By April 2004, 33 people had been convicted by the Indonesian courts for their involvement in the attack. Indonesian authorities have arrested several others who provided assistance to the Bali bombers.  The Department of Foreign Affairs and Trade established a crisis centre to manage the Australian Government's response to the event. The Australian Defence Force assisted operations by deploying specialist medical teams, undertaking medical evacuations (66 in total) and provided logistics support. The Royal Australian Air Force flew the injured to hospitals in Darwin and other Australian cities.",2002-12-10,2002-12-10,-8.721879005,115.1799774,"-8.721879005,115.1799774",,,,209,202,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=372,
3098,Disaster Event,Transport - Scotland Bus Crash,"On 8 September 2003, a tourist coach carrying 46 Australian passengers went off the road in the Scottish Highlands and overturned after hitting a ditch two to three miles north of Syre, 12 miles south of Bettyhill, in Sutherland. Four tourists were seriously injured and more than 20 others were hospitalised.The tourists, mostly from Armidale New South Wales, were on a 32 day eco-tour of north-western England and Scotland organised by Euroview Coaches of Dereham. Representatives from the Australian High Commission arrived on the scene the following day.",2003-08-09,2003-08-09,58.36400604,-4.236773968,"58.36400604,-4.236773968",,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=3098,
474,Disaster Event,Cyclone Leonta,"Cyclone Leonta hit Townsville on the 9 March 1903, resulting in the grammar school and hospitals being destroyed. Ten people died as a result, with eight deaths occurring in the collapsed hospital.  The damage in 1903 was estimated at approximately &pound;250,000.",2003-09-03,2003-09-03,-19.25200272,146.8206024,"-19.25200272,146.8206024",,,,,10,,,,,,,2,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=474,
390,Disaster Event,Transport - Sydney Bus Accident,"On 3 March 2004 at approximately 12.30 pm, a bus carrying 64 school students and teachers was travelling on the south bound lanes in Woodpark.  On approaching the crest of the hill, approximately 600 m before the intersection, the brakes failed on the bus which resulted in the driver attempting to manoeuvre the bus in between the stationary vehicles in the two turning lanes. The bus collided with a stationary vehicle, and caused further damage to another four vehicles before finally impacting with the rear of a truck.  Consequently, 60 people sustained injuries and 32 people were transported for further treatment at nearby hospitals.  A total of eight vehicles were damaged, and the bus rendered inoperable.",2004-03-04,2004-03-04,-33.84752655,150.9477386,"-33.84752655,150.9477386",,,,60,,,,,,,,,,,,,,,,8,1,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=390,
389,Disaster Event,Transport - St Albans Train and Car Collision,"On 5 August 2004 three people were killed when their car was struck by a V/Line express train and crushed against a railway stanchion on a level crossing at Furlong Road, St Albans. Emergency crews were attending an earlier minor crash nearby when the collision occurred. Witnesses said the earlier accident had caused traffic to bank up at the crossing.",2004-05-08,2004-05-08,-37.76031113,144.8117065,"-37.76031113,144.8117065",,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=389,
579,Disaster Event,Shipwreck - Brier Holme,"The Brier Holme was an iron three mast barque. It wrecked on the south-west coast of Tasmania, 5 November 1904. Having left London for Hobart with 18 crew in July 1904 it was officially listed as missing at the end of November.&nbsp;Wreckage was found 3 January 1905 on the beach at Port Davey. A search of the area located a sole survivor who described how the barque hit a reef 20 km north of Port Davey in poor weather.",2004-05-11,2004-05-11,-43.897892,145.6567383,"-43.897892,145.6567383",,,,,17,,,,,,,,,,,,,,,,,,1,,,,,,,,Tasmania,,http://www.emknowledge.gov.au/resource/?id=579,
387,Disaster Event,Urban Fire - Melbourne Warehouse,"On 12 November 2004, a fire destroyed a major paper and party supply factory, and damaged two neighbouring buildings in Melbourne. The Metropolitan Fire Brigade were called at approximately 1.08 am and 147 firefighters were required to put the fire out.  No injuries or deaths occurred. The Metropolitan Fire Brigade (MFB) estimated the loss at $20 million.  The business was reported to supply approximately 10 per cent of Australia's paper products, resulting in a large impact on the industry.",2004-12-11,2004-12-11,-37.81154633,144.9627075,"-37.81154633,144.9627075",,,,,,20000000,,,,,,,,,1,,,,,,,,,2,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=387,
403,Disaster Event,Criminal Act - Bali Bombings,"In the evening of 1 October 2005, at approximately 1930 hours (Bali time) three suicide bombers attacked separate locations in Kuta and Jimbaran Bay in Bali in quick succession. One explosion occurred in a restaurant at Kuta Square and two other explosions occurred at restaurants in Jimbaran Bay. The explosions killed 26 people, including Indonesian nationals and overseas tourists, (four Australians) and injured approximately 130 others; 19 were Australian. The 17 hospitalised Australians were all evacuated from Bali by two RAAF military aircraft and four other specialised emergency flights.  Australia provided significant resources to assist with recovery efforts. &nbsp;An Australian emergency response team arrived in Bali on 2 October and included consular, medical, counselling, emergency management and bomb-blast specialist personnel from Department of Foreign Affairs and Trade, Australian Federal Police, Defence, CentreLink and Emergency Management Australia. The Federal Police sent a large contingent including Disaster Victim Identification experts, bomb experts and investigators.  The Minister for Foreign Affairs announced that the Australian Government provided medical equipment and support totalling $1 million to meet the immediate and longer-term needs of blast victims and their communities in Bali. A Portable Image Intensifier form Princess Alexandra Hospital in South Brisbane was flown to Bali to assist to locate shrapnel and metal particles in blast victims.",2005-01-10,2005-01-10,-8.717467308,115.1772308,"-8.717467308,115.1772308",,,,130,26,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=403,
381,Disaster Event,Transport - Navy Helicopter Accident,"On 2 April 2005, a Royal Australian Navy (RAN) Sea King helicopter from HMAS Kanimbla crashed on the Indonesian island of Nias when approaching the village of Amandraya, at approximately 7:30 pm (Australian Eastern Standard Time).  The aircrew and seven members of the Australian Defence Force Joint Medical Element were undertaking an operation to provide humanitarian relief and medical treatment to the victims of the earthquake of 28 March 2005 off the west coast of Sumatra.  Of the 11&nbsp;military personnel on board, nine were killed in the accident. Two injured personnel underwent treatment on board the Kanimbla.  A report into the crash found the main reason for the accident was that a nut and split pin in the helicopter's flight controls were incorrectly fitted. It also found that the squadron responsible for the helicopter's maintenance routinely took shortcuts. The Department of Defence advises it implemented all 256 recommendations from the report, including aviation maintenance regulations and a major review of airworthiness.",2005-02-04,2005-02-04,0.744302988,97.71102905,"0.744302988,97.71102905",,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=381,
379,Disaster Event,"Severe Storm - New South Wales, Victoria, Australian Capital Territory, Tasmania and South Australia","At the beginning of February 2005 a low pressure system brought severe storms to eastern Australia. The weather system resulted in record rainfalls to south-east Australia and abnormally low temperatures through much of the eastern half of the country.  New South Wales  On 2 February, many areas of New South Wales and suburban Sydney experienced hail and heavy rain. Some examples are:    Kellyville, hail 5 cm,  Blacktown, hail 4 cm,  Kings Langley, hail 3 cm,  Quakers Hill, hail 3 cm,  Greystanes, heavy rain and hail 4 cm,  Potts Hill, hail 2-3 cm,  Castle Hill, hail 4-5 cm,  Greenacre, hail 4-5 cm,  St Ives, heavy rain and hail 2 cm,  Wahroona, heavy rain and hail 3 cm,  Gosford, hail 4 cm and Terrigal hail 4-5 cm.    Flash flooding was seen in Bexley (metropolitan Sydney) and in North Ryde. A thunderstorm and possible tornado caused severe local wind damage, bringing down trees and power lines, resulting in power outages to thousands of homes.  The strongest wind gusts during the storm were felt at Bathurst with 93 km per hour, Scone 93 km per hour, Kurnell 94 km per hour and Newcastle 91 km per hour.  The unseasonal cold weather brought snow to some areas of New South Wales where approximately 10-15 cm snow fell in the Snowy Mountains and temperatures reached as low as minus 5&deg;C. On the Brindabella Ranges near Canberra and on the Southern Tablelands, several centimetres of snow settled on the ground. Record low maximum and minimum temperatures occurred over this period, especially in the southern areas of the state.  Victoria  Substantial rainfall was reported in many areas of Victoria with 24 hour rainfall totals exceeding 150 mm in many places. Rainfall in the Melbourne metropolitan area exceeded 100 mm with an all time 24 hour record for Melbourne set at 120.2 mm (the previous record was 108 mm).  The highest wind gusts were recorded at Wilson's Promontory with gusts of up to 148 km per hour. In the Melbourne area wind gusts to 104 km per hour were recorded at Fawkner and Beacon.  Extensive damage to buildings was reported and over 7000 requests for assistance were received by the SES and other emergency services over the following days.  Tasmania  During this storm, Tasmania experienced widespread damage particularly from wind gusts. The strong south easterly winds caused damage from Devonport to Bridport, Scottsdale and Winnaleah in the north-east, Binalong Bay on the East Coast, and to Flinders Island in Bass Strait. Port Sorell (near Devonport) reported many homes to be badly damaged in part due to falling trees.  Approximately 25 yachts in the Tamar River broke their moorings, with 14 reportedly destroyed, causing hundreds of thousands of dollars damage.  The Bass Strait ferry Spirit of Tasmania l was forced to return to Melbourne after sustaining damage in seas estimated at 20 m. The Spirit of Tasmania II was delayed on its voyage from Devonport to Melbourne, while the Spirit of Tasmania III broke its moorings in Devonport and was also slightly damaged.  Fruit crops sustained up to 50 per cent loss; particularly apple and pear growers. Damage was also sustained to poppy and grain crops.  Strong winds battered Tasmania during this storm, some examples are; Mount Wellington 104 km per hour, Mount Read 93 km per hour, Eddystone Point 117 km per hour, Flinders Island Airport 100 km per hour, Launceston Airport 94 km per hour and Cape Bruny on Bruny Island 91 km per hour.  On 3 February substantial rainfall accompanied the storm and flooding occurred in several areas on the east coast, some suburbs of Hobart and in the south-east. The Browns River at Kingston broke its banks causing local flooding with several minor landslides also reported in the area.  South Australia  Gale force winds of up to 67 km per hour occurred at several locations in South Australia during this storm event. These occurred in Marree and briefly at Hindmarsh Island.  The Insurance Council of Australia estimated the 2005 damage for the combined states at $216.7 million, with the estimated 2011 normalised cost of $304 million.",2005-01-02,2005-03-02,-33.71191788,150.9577332,"-33.71191788,150.9577332",,,,,,216700000,,,,,,,,,,,,,,,,13,14,,,,,,,,Australian Capital Territory;New South Wales;Victoria;South Australia,,http://www.emknowledge.gov.au/resource/?id=379,
400,Disaster Event,Transport - Mini Bus Accident on Jamberoo Mountain Road,"On 5 September 2005 at approximately 2.10 pm, a mini bus carrying 24 tourists lost control when the brakes overheated. The bus was descending a steep and winding section of the Jamberoo Mountain Road in the Illawarra Region of New South Wales.  The mini bus impacted with guard railing and scraped along it for approximately 20 m before falling onto its left side. The&nbsp;minibus then travelled a further 20 m before hitting and crushing the second section of guard rail. It subsequently descended over the guard rail and rolled onto its roof, coming to a stop against a small tree. The response units included; in excess of 20 paramedics, 14 ambulances and five rescue helicopters.   As a result of the accident, two passengers were killed at the scene and 15 people were injured, requiring hospitalisation.&nbsp;The following day, an additional person died from their injuries.",2005-05-09,2005-05-09,-34.63250351,150.6929474,"-34.63250351,150.6929474",,,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=400,
529,Disaster Event,Transport - Lockhart River Aircraft Crash,"Thirteen passengers and two crew members were killed on 7 May 2005, when a TransAir Metroliner aircraft crashed into rugged terrain. The aircraft was approaching the airstrip at Lockhart River airport, far north Queensland, when it crashed approximately 11 km north-west of its destination.  A Coroner's Report found that the Pilot of the aircraft approached the airport in a manner inconsistent with official regulations and the policies of the airline; flying too fast, too low and descending too quickly. The flight broke through the safe minimum altitude of 2060 ft, flying approximately 800 ft below it when it hit the mountain. Instead of a final approach speed of 117 to 130 knots, the aircraft was averaging 175 knots, and instead of descending at 1000 ft per minute, the aircraft was descending at 1700 ft per minute.  The aircraft hit the 500 m high hill at approximately 11.45 am and was destroyed by the impact forces and post impact fires.",2005-07-05,2005-07-05,-12.78505993,143.3065643,"-12.78505993,143.3065643",,,,,15,,,,,,,,,,,,,,1,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=529,
401,Disaster Event,Criminal Act - London Transport Bombings,"On 7 July 2005, at approximately 8.50 am there were three almost simultaneous explosions in central London in the underground railway system. The first occurred in a Circle Line tunnel between Liverpool Street and Aldgate stations, the second on the Circle Line just outside Edgware Road and the third in a Piccadilly Line tunnel between King's Cross and Russell Square. At 9.47 am, there was a fourth explosion on the upper deck of a number 30 bus in Tavistock Square.  The London Ambulance Service, supported by St John Ambulance, the Red Cross, and surrounding ambulance services treated more than 400 patients, some of whom had sustained horrific injuries and arranged admissions to London Hospitals. The Emergency Services were hindered in their rescue efforts due to communication limitations in the underground tunnels.  In total, 52 members of the public and four suicide bombers died in the attacks and more than 700 people were injured. Incorporated in the totals was one Australian who died and eleven injured.  The Coroner's Report into the London bombings made recommendations under two sections; 'preventability' and 'emergency response'.",2005-07-07,2005-07-07,51.51436996,0.075649001,"51.51436996,0.075649001",,,,700,56,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=401,
4166,Disaster Event,Flood - Gawler River 2005,"On 8 November 2005, the Gawler River burst its banks and spilled out onto the Adelaide Plains, destroying millions of dollars worth of homes, crops, greenhouses and machinery. South Australia&rsquo;s State Government estimated more than 1,500 hectares were flooded, creating a bill of approximately $40 million.  More than 300 almond, grape, olive, herb, potato and onion growers were affected. Many of the growers who were long-term residents of the region, commented that they had never seen a flood this size before.  &nbsp;",2005-08-11,2005-08-11,-34.64535522,138.5066986,"-34.64535522,138.5066986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=4166,
378,Disaster Event,Bushfire - Eyre Peninsula,"On 10 January 2005 a fire started near the town of Wangary in the Lower Eyre Peninsula and broke its containment lines the following day. As the next day progressed, South Australia faced two significant fires, Mount Osmond in the Adelaide Hills and the Lower Eyre Peninsula (outside Port Lincoln).  A major incident was declared in the afternoon; heat from the fire was 1000 &deg;C with speeds up to 100 km per hour. The fire became known as Black Tuesday and it was not contained until the next day and finally extinguished 20 January 2005. This was the worst fire in South Australia since the 1983 Ash Wednesday fires.  Nine people died in these fires and more than 110 people were injured. Approximately 82,000 ha were burnt. The worst affected areas were Wangary, North Shields, Wanilla, Pooindie, Louth Bay, White Flat, Koppio, Greenpatch and Warunda. Essential services were destroyed; there was loss of electricity, telecommunications, and water supply.  In terms of personal property, 79 houses were destroyed, 26 homes extensively damaged, 139 vehicles destroyed, 324 sheds destroyed or damaged and 6300 km of fencing damaged. Livestock death totalled 46,500 which were mainly sheep. One aircraft was destroyed worth in the vicinity of $100,000.  The recovery process was immediately put into effect. This included a Bushfire Recovery Centre being set up at Port Lincoln High School and a&nbsp;State Recovery Committee meeting for the first time on the 12 January. Personal Hardship and Distress grants were provided and a hot line for Centrelink was established.  The Insurance Council of Australia estimated the 2005 damage at $27.7 million, with the 2011 estimated normalised cost of $41 million.",2005-10-01,2005-12-01,-34.71579361,135.8571014,"-34.71579361,135.8571014",,,,110,9,27700000,,,26,79,324,,,,,,,,1,,139,,,,,,,,46500,,South Australia,,http://www.emknowledge.gov.au/resource/?id=378,
402,Disaster Event,Hail - Gold Coast,"On 12 October 2005, a severe thunderstorm caused a hailstorm in the Gold and Sunshine Coasts. In some regions of Queensland hailstones of up to 7 cm in diameter were reported. The major suburbs and towns affected include Helensvale, Oxenford, Coomera, Mt Nathan, Gaven, Pacific Pines, Arundel, Coombabah, Toowoomba, Gatton, Laidley and Esk.  State Emergency Service crews responded to more than 724 calls for help as the hailstorm damage spread to houses, buildings and cars. Approximately 2000 motor vehicles and 500 homes were damaged.  The Insurance Council of Australia estimated the 2005 damage at $61 million, with the 2011 estimated normalised cost of $89 million.",2005-12-10,2005-12-10,-27.92241287,153.3378754,"-27.92241287,153.3378754",,,,,,61000000,,,,500,,,,,,,,,,,2000,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=402,
10,Disaster Event,Industrial - Gladstone Factory Explosion,"On 9 May 2006, an explosion occurred at a munitions factory in Gladstone, South Australia. Three workers were killed and two others injured. The blast destroyed the factory and leveled almost everything within a 100 m radius of the factory and was heard up to 70 km away. Emergency services were kept at a distance until bomb experts from Adelaide gave the all clear to enter the immediate vicinity of the factory.  SafeWork South Australia and the Full Court of the Industrial Court found the explosion to be caused by friction in a 'ribbon blender', or chemical mixer, as a result of poor maintenance. The company was fined for failure to maintain a safe workplace and ordered to pay legal costs and compensation to the victim's families.",2006-09-05,2006-09-05,-33.26222992,138.3563232,"-33.26222992,138.3563232",,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,South Australia,,http://www.emknowledge.gov.au/resource/?id=10,
443,Disaster Event,Transport - Egypt Bus Crash,"On 10 January 2006 a tour bus crashed 46 km north of Cairo, Egypt. The bus was part of a convoy of two vehicles carrying 80 police officers, emergency service workers and their families from Victoria, Queensland and the Northern Territory, who were returning to Cairo after a visit to the El Alamein battle field. The bus was travelling in heavy rain and fog when it ran off the Desert Highway. In total six people died and a further 27 people were injured in the accident. The coroner who investigated the crash found that the lack of seat belts, the poor design of the roof of the bus, the absence of an electronic stability program (ESP) in the bus and driver fatigue all contributed to the accident and the number of casualties.The tour is understood to have been part of a cultural exchange organised by the Egyptian Federation of Victoria.",2006-10-01,2006-10-01,30.31243134,30.54748535,"30.31243134,30.54748535",,,,27,6,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=443,
16,Disaster Event,Transport - Kerang Train and Truck Collision,"On 5 June 2007 the V/Line passenger train 8042 was struck by a loaded semi - trailer at a level crossing on the Murray Valley Highway approximately six km north-west of Kerang. The train was en route from Swan Hill to Melbourne and the semi-trailer was on a regular freight run from Wangaratta Victoria to Adelaide South Australia. When the incident occurred the level crossings flashing lights and warning bells were operating.  The semi-trailer collided with the second passenger car of the three passenger car train. A large section of the body-side was torn away by the truck trailer and several seats on the right side of the car were torn from their mountings. The truck trailer then struck the front right corner of the third car breaching the occupied area. The draft yoke connecting the second and third cars fractured and the third car derailed both cars. Eleven train passengers died and a further 14 and the truck driver were injured.  The incident was reported by the train driver and others at the scene and the emergency service unit arrived on site at 1350 hours.  The Murray Valley Highway was opened to normal road traffic on 8 June 2007 and the rail line was re-opened on 12 June 2007.  A coroner&rsquo;s inquest in 2013 resulted in 25 recommendations, including changes to level crossing warnings and emergency response procedures.   &nbsp;",2007-05-06,2007-05-06,-35.76305389,143.9385834,"-35.76305389,143.9385834",,,,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=16,
22,Disaster Event,Bushfire - Great Divide Complex,"Victoria experienced a very adverse fire season during 2006 - 2007. Lightning ignited a number of fires on 1 December 2006 and some later merged to form what is known as the 'Great Divide Complex' fires in eastern Victoria. The area burnt mostly public land and was estimated to be in the vicinity of 1.2 and 1.3 million hectares by the end of the season. On 7 February 2007, The Great Divide fires were finally contained after 69 days. There were also a number of other fires (Tawonga Gap burned 33,500 hectares and Tatong burned 33,000). Despite the severity of the fire season, housing and private asset losses were remarkably low. In total, 51 dwellings of which 21 were classified as primary residences were destroyed and hundreds of stock and farm fencing were lost in the fires. One man died in a vehicle accident while assisting a property owner to prepare for fire impact.  Thousands of community volunteers and career emergency service personnel across state, regional and community levels worked in partnership to ensure the fires were eventually brought under control. A further component to the response was the support and assistance from New Zealand, United States, Canadian and interstate colleagues.  By 7 February, more than 1400 firefighters had been injured in the fire fighting effort (including bruises, cuts, blisters, burns, dehydration, broken limbs and spider bites). More than 400 St John Ambulance volunteers, including doctors, nurses and first aid officers provided medical assistance. On 16 December, 11 New Zealand firefighters were injured while fighting the fire in the Howqua Valley in north-east Victoria.  On 16 January 2007 power lines were cut which severely disrupted Melbourne electricity supplies. On the same day, a fire threatened to close Tullamarine Airport. The Department of Sustainability and Environment (DSE) worked with Melbourne Water to keep the fires out of the water catchments.  A significant number of people were evacuated during the fires. Relief centres were established to accommodate evacuees. Some mountain tourist complexes were evacuated due to fires including Mount Buller and Thredbo Village in New South Wales, the latter due to a fire that started from a lightning strike at Hermit Mountain and crossed the border.  Victoria experienced widespread effects from the fires. Numerous schools in the high country and some parts of Gippsland were forced to close due to the fire threat and outside play at school was banned in some instances due to smoke haze. The smoke haze reportedly caused some respiratory symptoms and aggravated conditions such as asthma. Haze also ffected traffic and delayed flights in and out of Melbourne airport. On 20 December, the Environment Protection Authority recorded its worst bushfire smoke since records began, with visibility reduced to two km in Melbourne's central business district.  During the fire season, the Country Fire Authority, Department of Sustainability and Environment and Parks Victoria received operational assistance from other states and a significant international contingent:    ACT - 37 personnel  NSW - 1050 personnel  NT - 108 personnel  SA - 10 personnel  Qld - 14 personnel  WA - 20 personnel  Canada - 52 personnel  New Zealand - 115 personnel  USA - 114 personnel    The Victorian and Federal Government provided financial assistance to aid personal, physical and economic recovery from the fire disaster.  The Insurance Council of Australia did not report any cost for this particular fire.",2006-01-12,2007-07-02,-36.71800995,147.1452179,"-36.71800995,147.1452179",,,,1400,1,,,,,51,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=22,
11,Disaster Event,Transport - Plane Crash Indonesia,"On 7 March 2007, a Garuda Indonesia Airways 737-400 aircraft had been on a domestic flight from Jakarta and over ran the runway at Yogyakarta, Indonesia after landing.The aircraft went through the airport's perimeter fence, crossed a road and an embankment, and caught fire as it came to rest in a nearby rice paddy. One of the seven crew members and 20 of the 133 passengers were killed and 12 seriously injured. Among them, five Australians were killed and a further five were injured.  In 2009, the Indonesian pilot was sentenced to two years jail over the plane crash having been found guilty of negligently causing death. This ruling was later overturned on appeal.",2007-07-03,2007-07-03,-7.789532185,110.4211807,"-7.789532185,110.4211807",,,,12,21,,,,,,,,,,,,,,1,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=11,
